lemma,freq,per_million
παραδοτέα,12,1.8
έσχατος,12,1.8
μήνες·,12,1.8
υποβληθέντα,12,1.8
προληώνφ,12,1.8
διορθώζω,12,1.8
απευθυνόμενος,12,1.8
οιανδήποτε,12,1.8
προβλέπει,12,1.8
λιγότερη,12,1.8
έγγραφά,12,1.8
ομολογιούχος,12,1.8
επενδύζω,12,1.8
αντίτυπο,12,1.8
εκάστη,12,1.8
περιβάλλω,12,1.8
πολυμερέςς,12,1.8
πρωτόκολλος,12,1.8
περιβαλλοντικά,12,1.8
σοβαρής,12,1.8
υποχρεώσεις·,12,1.8
ζημίες·,12,1.8
2010/23,12,1.8
αμφότερες,12,1.8
αναφέρουσες,12,1.8
δημοσιεύτηκε,12,1.8
2012/6,12,1.8
περιόδου·,12,1.8
κλιμακούμενος,12,1.8
ρευστοποιηθούν,12,1.8
ενισχυμένη,12,1.8
προσφερθεί,12,1.8
θεωρείμαι,12,1.8
τρίμηνης,12,1.8
αναγραφόμενος,12,1.8
λογότυπο,12,1.8
βιογραφικός,12,1.8
αρθούν,12,1.8
συνήψε,12,1.8
μετριαστεί,12,1.8
σπόρος,12,1.8
ημέρας·,12,1.8
ευνοϊκοί,12,1.8
g-20,12,1.8
155,12,1.8
εξελίξει,12,1.8
ενταχθεί,12,1.8
όργανο·,12,1.8
εβδομηκοστός,12,1.8
πορίσματά,12,1.8
ληπτέα,12,1.8
ρυμουλκούμενο,12,1.8
άξονεςς,12,1.8
εγκρίνουσες,12,1.8
ένοπλος,12,1.8
σταματώ,12,1.8
l7,12,1.8
συμπιεσμένος,12,1.8
βλαβών,12,1.8
σέλα,12,1.8
απομειώνω,12,1.8
συνετό,12,1.8
επαναχρησιμοποιώ,12,1.8
πέμπτη,12,1.8
δεοντολογικός,12,1.8
διοικώ,12,1.8
προοπτήκι,12,1.8
eur·,12,1.8
ισχυρά,12,1.8
μικροπροληπτικός,12,1.8
απελευθέρωση,12,1.8
φιλοκυκλικότητας,12,1.8
αποθεματικό,12,1.8
διευρυμένος,12,1.8
125,12,1.8
προσδιοριστικός,12,1.8
διαβαθμιώνσ,12,1.8
πολλαπλασιαζόμενου,12,1.8
τροφοδοτώ,12,1.8
διοικήσεων,12,1.8
451,12,1.8
επίσημων,12,1.8
128,12,1.8
1999/45/εκ,12,1.8
απλουστευμένων,12,1.8
αντιδραστηρίου,12,1.8
βραδυπορίας,12,1.8
ακροδέκτης,12,1.8
καλωδίωση,12,1.8
μόνωση,12,1.8
υαλοκαθαριστήρων,12,1.8
εκτοξευτήρας,12,1.8
ημέρα·,12,1.8
πλάτη,12,1.8
θηλυκός,12,1.8
πυροτεχνίας,12,1.8
απόρροια,12,1.8
πλήρης·,12,1.8
οποια,12,1.8
ελλιπείς·,12,1.8
έκδοσή,12,1.8
τιμολογίου,12,1.8
επιδείξεις,12,1.8
m1,12,1.8
η1,12,1.8
θερμιδόμετρο,12,1.8
ταξίμετρο,12,1.8
1.3.2,12,1.8
προϊόντος·ς,12,1.8
ανανεωμένος,12,1.8
εξουσιοδοτήσεις,12,1.8
υπερήμερου,12,1.8
αμα,12,1.8
αντιμετωπισης,12,1.8
προωρη,12,1.8
εξοφληση,12,1.8
μετατροπησς,12,1.8
1.2.13,12,1.8
συνοψίζεται,12,1.8
οργανισμών·,12,1.8
ρητρός,12,1.8
cad,12,1.8
ars,12,1.8
brl,12,1.8
ick,12,1.8
nzd,12,1.8
sgd,12,1.8
1.54(γ,12,1.8
2.63,12,1.8
73(α)(δ,12,1.8
16.30,12,1.8
38.75-87,12,1.8
124(α)(ii,12,1.8
38.74,12,1.8
125(γ,12,1.8
εκμεταλλευσεως,12,1.8
7)-(8,12,1.8
3.35,12,1.8
πιστωτικες,12,1.8
κατασταση,12,1.8
41.2,12,1.8
σχηματικός,12,1.8
13.72,12,1.8
20.7,12,1.8
τρέχοντες,12,1.8
31.00,12,1.8
1.4.2,12,1.8
ξύλο,12,1.8
πληρωθούν,12,1.8
δημογραφικός,12,1.8
χρηματοοικονομικές,12,1.8
καθυστερούμενο,12,1.8
2015/96,12,1.8
διάταξη(-εις,12,1.8
μοίρα,12,1.8
πτυσσόμενος,12,1.8
περιοδικών,12,1.8
τρίτων·,12,1.8
πληρωμή·,12,1.8
πιστωτικα,12,1.8
αποστειρωμένος,12,1.8
497,12,1.8
ηλ,12,1.8
945/2014,12,1.8
1374/2014,12,1.8
δεσμευμένης,12,1.8
εμβαδόν,12,1.8
θρησκεία,12,1.8
ενεργοποιήζω,12,1.8
vmax,12,1.8
βραδυπορεία,12,1.8
ae-ass,12,1.8
υπερεξασφάλισης,12,1.8
νευρικός,12,1.8
όμιλός,12,1.8
όμιλο·,12,1.8
προϋποθέσεις·ς,12,1.8
σάκος,12,1.8
σακίδιο,12,1.8
χορηγούσας,12,1.8
αγκόλας,12,1.8
λογαριασμό(-ούς,12,1.8
2016/377,12,1.8
αποσυρθούν,12,1.8
2018,12,1.8
290-350,12,1.8
εγκαταστάσεις,12,1.8
ερεθισμός,12,1.8
μολυσματικός,12,1.8
"100,010",12,1.8
"lrcalc,150,010",12,1.8
20ψήφιος,12,1.8
1.12.2015,12,1.8
7.11.2013,12,1.8
περίμετρο,12,1.8
ανάκαμψής,12,1.8
παραδοτέας,12,1.8
αντικατασταθείσα,12,1.8
sfp,12,1.8
dc/,12,1.8
eba,12,1.8
τοπικά,12,1.8
αποστειρωμένα,12,1.8
αποστειρωμένη,12,1.8
αντενδείξεις,12,1.8
xι,12,1.8
πεεα,12,1.8
καρκινογόνος,12,1.8
τατουάζ,12,1.8
επιτρεπτό,12,1.8
7.8(ζ,12,1.8
"9.4.2.1(γ),(δ",12,1.8
7.24b(β)(ii)(iii,12,1.8
1.42(β,12,1.8
2.146,12,1.8
7.35b(β,12,1.8
b2.5,12,1.8
297(γ,12,1.8
2.237(α,12,1.8
9.5.5.20,12,1.8
εξυπηρετούμενες,12,1.8
gov,12,1.8
07.00,12,1.8
1.2.1.1.1,12,1.8
ενοποίησή,12,1.8
21.12.2016,12,1.8
25.1.2017,12,1.8
θανατηφόρος,12,1.8
ocr,12,1.8
διαφοροποιημενη,12,1.8
εμπειρογνωμονες,12,1.8
0130-0140,12,1.8
bad)·,12,1.8
2019/166,12,1.8
2019/3,12,1.8
σφυριού,12,1.8
1/(,12,1.8
τεταρτημόριος,12,1.8
δημοσιευθείσα,12,1.8
φρεάτιο,12,1.8
κλυδωνισμός,12,1.8
συνεπενδυτής,12,1.8
αποταμιευτός,12,1.8
2019/2088,12,1.8
6.9.1,12,1.8
102ιστ,12,1.8
καταγραφών,12,1.8
2.362,12,1.8
494β,12,1.8
428λδ,12,1.8
428ιβ,12,1.8
26.5.2000,11,1.65
ιδιαίτερής,11,1.65
υπολογιζόμενου,11,1.65
καταβλητέα,11,1.65
μοιράζω,11,1.65
ελαφρύνσεις,11,1.65
εκατοστιαίος,11,1.65
έγκαιρη,11,1.65
μεταφράζω,11,1.65
υιοθέτησε,11,1.65
επίτροπος,11,1.65
ιδιαίς,11,1.65
διοίκησή,11,1.65
έγγραφα·,11,1.65
εργασθεί,11,1.65
31.10.2003,11,1.65
πρότυπων,11,1.65
συζητά,11,1.65
ανεπιφύλακτη,11,1.65
υποσημειώσεις,11,1.65
ρυθμιζόμενα,11,1.65
ορίστηκαν,11,1.65
συγκριτικά,11,1.65
επηρέασε,11,1.65
έμμεσο,11,1.65
εξηγούνται,11,1.65
συντάξουν,11,1.65
μεσολαβώ,11,1.65
8.2,11,1.65
δελτίου·,11,1.65
μεταβλώνη,11,1.65
περιορισμών,11,1.65
σύνεγγυς,11,1.65
καθιερώσει,11,1.65
καταβλητέου,11,1.65
αντισταθμιζόμενων,11,1.65
ειδικώς,11,1.65
πιθανά,11,1.65
καθυστερημένων,11,1.65
προξενώ,11,1.65
πριμ,11,1.65
επαναδιατυπώνω,11,1.65
νμ90,11,1.65
τόκοι,11,1.65
ενδεχόμενες,11,1.65
αναθεωρημένα,11,1.65
μικτή,11,1.65
ερα,11,1.65
συνιστώμενος,11,1.65
ψήφισμά,11,1.65
επεκταθούν,11,1.65
2001,11,1.65
προήλθαν,11,1.65
συνεστήθη,11,1.65
απωλειών,11,1.65
κατάταξή,11,1.65
αναπόσπαστο,11,1.65
αναγνώρισε,11,1.65
εξαρχής,11,1.65
κατατασσόταν,11,1.65
κρατων,11,1.65
ανταγωνίζω,11,1.65
υποστήριξαν,11,1.65
εκπονηθεί,11,1.65
12].,11,1.65
παρ',11,1.65
εξασφάλιζαν,11,1.65
απαλλαγούν,11,1.65
επέτρεψαν,11,1.65
συμπεραίνω,11,1.65
υποκαθιστώ,11,1.65
τροπολογία,11,1.65
μετατρέψιμου,11,1.65
πωλούμενος,11,1.65
διαρκεία,11,1.65
υπολογιώνσ,11,1.65
0),11,1.65
αύξουσα,11,1.65
υπολογισμά,11,1.65
επέρχεται,11,1.65
διοργανικής,11,1.65
εξαλειφθούν,11,1.65
εκδώσουν,11,1.65
ποικίλλλω,11,1.65
πρόσωπά,11,1.65
αυτή·,11,1.65
θίγεται,11,1.65
παρασχώνε,11,1.65
τοκισμός,11,1.65
δημοσιευόμενες,11,1.65
λογιστικοποιείται,11,1.65
εξερχόμενος,11,1.65
εκθεσεων,11,1.65
συγχρονισμός,11,1.65
μηνιαίες,11,1.65
καθαρότητα,11,1.65
ελαφρώς,11,1.65
μοναδιαίος,11,1.65
υπολογισμοί,11,1.65
υπολογίστηκαν,11,1.65
επακόλουθη,11,1.65
διασυνδέω,11,1.65
αναβαθμίσεις,11,1.65
χρηστών·,11,1.65
εγγράφου·,11,1.65
πελατειακός,11,1.65
επακριβών,11,1.65
αξίας·,11,1.65
εμπεριστατωμένος,11,1.65
αντασφαλίσεις,11,1.65
επιδιώκεται,11,1.65
9.12.2005,11,1.65
επανακατηγοριοποιήσεων,11,1.65
παρατηρείται,11,1.65
υπόδειξη,11,1.65
υπόλοιπου,11,1.65
αδιακρίτως,11,1.65
συμπεριλαμβάνονται,11,1.65
συνδεθούν,11,1.65
4ας,11,1.65
πριμοδοτήσεων,11,1.65
δημοσίων,11,1.65
λεπτομερείς,11,1.65
εξωτικός,11,1.65
μελετών,11,1.65
δικτύωση,11,1.65
παράτυπων,11,1.65
τροποποιήνω,11,1.65
αποστάσεις,11,1.65
κατακόρυφη,11,1.65
δυναμει,11,1.65
2.3,11,1.65
οδών,11,1.65
αποστολών,11,1.65
δηλωση,11,1.65
δηλωθούν,11,1.65
ζάχαρης,11,1.65
20ή,11,1.65
λογοδοτώ,11,1.65
γνώσει,11,1.65
καθιερώζω,11,1.65
2007/14/εκ,11,1.65
2007/76/εκ,11,1.65
καπνού,11,1.65
υπευθυνότητα,11,1.65
απλούστερης,11,1.65
αποσύρσεις,11,1.65
α1,11,1.65
ελεγώνχ,11,1.65
δείγμα(-τα,11,1.65
συχνής,11,1.65
π,11,1.65
συγκυρία,11,1.65
νομικού,11,1.65
ιρλανδικός,11,1.65
περιορισμένης,11,1.65
ανάλογων,11,1.65
υπάρχουσας,11,1.65
διαφανός,11,1.65
κατευθυντήριων,11,1.65
συντηρούνται,11,1.65
αδικαιολόγητης,11,1.65
ελλειμμάτων,11,1.65
επίκεντρο,11,1.65
προνόμια,11,1.65
έγκαιρες,11,1.65
επισημάνθηκε,11,1.65
επάνοδος,11,1.65
διεξαγόμενος,11,1.65
τριμηνιαίου,11,1.65
επιλεκτικά,11,1.65
ρευστοποιήζω,11,1.65
ενοποιημενες,11,1.65
κοινού,11,1.65
μισθολογικός,11,1.65
τακτοποιήσεις,11,1.65
ανακτήσιμων,11,1.65
ύδρευση,11,1.65
ημερομηνία·,11,1.65
λ,11,1.65
αναγνωρίσιμων,11,1.65
κατατάξεων,11,1.65
απολέσει,11,1.65
προσήκοντος,11,1.65
αρμόδιου,11,1.65
πληρωμής·,11,1.65
μειονέκτημα,11,1.65
γεγονότα,11,1.65
δικαστηρίων,11,1.65
διάβαζε,11,1.65
αντικαταστήω,11,1.65
επιγνώζω,11,1.65
κωλύματο,11,1.65
δημοσιοποιούμενος,11,1.65
μείζονα,11,1.65
εκφράσει,11,1.65
ειλικρίνεια,11,1.65
καθιστώντας,11,1.65
ανταγωνιστής,11,1.65
συνεργάσιμος,11,1.65
εχεγγύων,11,1.65
επιθεωρητός,11,1.65
τελεσίδικος,11,1.65
1973,11,1.65
χημικών,11,1.65
εγκαθίστανται,11,1.65
διατέθηκε,11,1.65
ακίδα,11,1.65
ηλεκτρόδια,11,1.65
πλαισίων,11,1.65
επικαλύψεις,11,1.65
247,11,1.65
εξελισσόμενος,11,1.65
χωρας,11,1.65
αντιστρεπτέων,11,1.65
εθνκτ·,11,1.65
υποβάλλο,11,1.65
αχρησιμοποίητες,11,1.65
ομολογίες,11,1.65
rt,11,1.65
ομοιομορφία,11,1.65
k,11,1.65
μεθεπόμενος,11,1.65
προηγήθηκαν,11,1.65
κόστος·,11,1.65
καταδίκη,11,1.65
αξιολογήσεών,11,1.65
επικυρωμένα,11,1.65
χρησιμοποιηθένς,11,1.65
συνόρων,11,1.65
παραπλανώ,11,1.65
διασφαλίζονται,11,1.65
διαφυλαχθεί,11,1.65
απαρίθμηση,11,1.65
καταλογιστεί,11,1.65
ειδοποιείται,11,1.65
στελέχωση,11,1.65
μεταφόρτωση,11,1.65
ποιοι,11,1.65
προκήρυξη,11,1.65
καταστροφών,11,1.65
καταστολή,11,1.65
τρομοκρατικός,11,1.65
απόλυση,11,1.65
πλεονάζουσα,11,1.65
τοκοφορία,11,1.65
βαριά,11,1.65
συγκαλώ,11,1.65
πλήρη,11,1.65
χρονικό,11,1.65
απειλούνται,11,1.65
αναχώρηση,11,1.65
χύμα,11,1.65
λίτρο,11,1.65
αμετάβλητα,11,1.65
πέφτω,11,1.65
ρυθμισεις,11,1.65
σιωπηρός,11,1.65
δευτερογενός,11,1.65
αντίκειται,11,1.65
2013/36,11,1.65
πολυμερός,11,1.65
τηρουμένων,11,1.65
μακροπροληπτικών,11,1.65
βιώσιμων,11,1.65
σεναρίων,11,1.65
ισχύις,11,1.65
εφαρμοσθούν,11,1.65
προσδιοριστούν·,11,1.65
8.12.2011,11,1.65
εξασφάλισης·,11,1.65
εσωτερικοί,11,1.65
έγκρισης·,11,1.65
mpa,11,1.65
αποδεικτικό,11,1.65
δίκυκλα,11,1.65
κινητήρα·,11,1.65
σκελετός,11,1.65
l5,11,1.65
γ2,11,1.65
άλλοις,11,1.65
πιθανότερο,11,1.65
κατανομός,11,1.65
δυσμενέστερο,11,1.65
λειτουργίες·,11,1.65
επείγον,11,1.65
καταχωρισμένοι,11,1.65
δικλίδα,11,1.65
βαρεία,11,1.65
8α,11,1.65
αιτιών,11,1.65
έτη·,11,1.65
πιστώνω,11,1.65
χρεώστη,11,1.65
πιστοδότησης,11,1.65
εσωτερικούς,11,1.65
εσωτερικων,11,1.65
βάζω,11,1.65
ρίζα,11,1.65
εντοπιστεί,11,1.65
αιτιολογημένη,11,1.65
δομώ,11,1.65
συνθηκή,11,1.65
401,11,1.65
ληπτέας,11,1.65
δς,11,1.65
μεσων,11,1.65
158,11,1.65
εξωχρηματιστηριακή,11,1.65
2.97,11,1.65
αναγραφούν,11,1.65
ρυπογόνων,11,1.65
26·,11,1.65
υαλοπίνακας,11,1.65
διάμηκες,11,1.65
αρσενικός,11,1.65
ανώτερης,11,1.65
ενέχει,11,1.65
συγκροτήνω,11,1.65
1223/2009,11,1.65
χρησιμοποιούνταν,11,1.65
προβλέψιμης,11,1.65
—στον,11,1.65
αξιολόγηση—ς,11,1.65
2009/105/εκ,11,1.65
τοιχωμάτων,11,1.65
ph,11,1.65
μετρήση,11,1.65
συμπύκνωση,11,1.65
κλάσεων,11,1.65
κείται,11,1.65
επιδρώντας,11,1.65
κόμιστρο,11,1.65
μεταχειρισμένος,11,1.65
εκρήξεων,11,1.65
δοκιμη,11,1.65
διαβρωτικός,11,1.65
μέλος(-η,11,1.65
εβδομαδιαίας,11,1.65
2002/65/εκ,11,1.65
1031/2010,11,1.65
συχνοτητα,11,1.65
ακινητη,11,1.65
ενοποιημενο,11,1.65
μηχανισμου,11,1.65
στον,11,1.65
am,11,1.65
προηγουμενη,11,1.65
εκτεταμένα,11,1.65
αντληθεί,11,1.65
*)-1,11,1.65
αριθμημένος,11,1.65
επιχειρήσεις)·,11,1.65
πληρωμων,11,1.65
21.28,11,1.65
ετους,11,1.65
τέχνες,11,1.65
40.33-55,11,1.65
79(γ,11,1.65
40.2,11,1.65
εξόδος,11,1.65
κατοικίες,11,1.65
εξασφαλίσεων·,11,1.65
ακυρώσιμες,11,1.65
σκοπους,11,1.65
σύμπραξη,11,1.65
βιολογία,11,1.65
241/2014,11,1.65
φύλλου,11,1.65
αποδεκτού,11,1.65
c2,11,1.65
nm,11,1.65
ηλεκτροπληξία,11,1.65
στερεώνω,11,1.65
στάδιο(-α,11,1.65
καθήμενου,11,1.65
iec,11,1.65
πρβλ,11,1.65
ασφαλίστρο,11,1.65
υποδομές,11,1.65
υποκειμενος,11,1.65
έρριζων,11,1.65
έρριζος,11,1.65
εναέριος,11,1.65
ιών,11,1.65
ιογενής,11,1.65
p.,11,1.65
μηλιά,11,1.65
δυσμενέστερης,11,1.65
εισηγήσεων,11,1.65
εδακε,11,1.65
απενεργοποιώ,11,1.65
χαλαρώσει,11,1.65
2014/50,11,1.65
εναπομείνασα,11,1.65
μίσθωμα,11,1.65
κατέληξαν,11,1.65
v)·,11,1.65
δανειοδοτήνω,11,1.65
2.2.1.29.1.1,11,1.65
τροποποίησή,11,1.65
υποπολλαπλασιασμός,11,1.65
βεβαρημένοι,11,1.65
καταλύτης,11,1.65
euveca,11,1.65
λαμβανόμενων,11,1.65
βρέφη,11,1.65
κάλτσα,11,1.65
ομαδα,11,1.65
λαναρισμένος,11,1.65
αποτελεσμάτων”·,11,1.65
άλλη)·,11,1.65
flumetralin,11,1.65
παρέχοντος,11,1.65
σημαντικότεροι,11,1.65
•,11,1.65
σκοπώ,11,1.65
μεταδεδομένος,11,1.65
ερωτήσεων,11,1.65
§,11,1.65
fie,11,1.65
φερεγγυότητας·,11,1.65
2016/301,11,1.65
αντισυμβαλλομενο,11,1.65
λαμβανόμενης,11,1.65
χρωματίζω,11,1.65
αποκοπής,11,1.65
index,11,1.65
2000/9/εκ,11,1.65
εποχιακός,11,1.65
εγκαύματα,11,1.65
"060,010",11,1.65
πδμ,11,1.65
2016/892,11,1.65
ύποπτης,11,1.65
2016/1066,11,1.65
αφαιρουμένων,11,1.65
525/2014,11,1.65
1.82a(α,11,1.65
lpg,11,1.65
δημιουργημένα,11,1.65
4.4.1,11,1.65
6.5.15ς,11,1.65
συσσωρευτεί,11,1.65
κατεξοχήνς,11,1.65
αναμονής,11,1.65
καταχωρίσει,11,1.65
κωλύμα,11,1.65
αλληλεξαρτήσεις,11,1.65
χρονοσφραγίδας,11,1.65
δικαιοπραξία,11,1.65
ιιβ,11,1.65
συντονίζον,11,1.65
ταυτοποιημένος,11,1.65
εκδιδομενου,11,1.65
9.5.5,11,1.65
2.72-74,11,1.65
9.4.2.2,11,1.65
2.141(α,11,1.65
διαγραφέντων,11,1.65
2.264(α,11,1.65
δημιουργημένων,11,1.65
κερδη,11,1.65
ksa,11,1.65
31.3.2016,11,1.65
gl,11,1.65
0080,11,1.65
0260,11,1.65
δπχα)·,11,1.65
νανομορφώνς,11,1.65
καταχωρίζων,11,1.65
αντιδρών,11,1.65
κάταγμα,11,1.65
104α,11,1.65
αποσυσσώρευσης,11,1.65
διαστρωμάτωση,11,1.65
2019/2099,11,1.65
αλληλοσυμψηφισμός,11,1.65
προηγμένων,10,1.5
μετρητά·,10,1.5
διαβιβάσουν,10,1.5
επένδυσης·,10,1.5
χωρών·,10,1.5
εγγύησης·,10,1.5
απεικονίζεται,10,1.5
κόστους·,10,1.5
χρηματιστής,10,1.5
συμβιβάζω,10,1.5
σύνοδο,10,1.5
περιορισθεί,10,1.5
απηύθυνε,10,1.5
συνέβησαν,10,1.5
μετρα,10,1.5
1882/2003,10,1.5
2003/51/εκ,10,1.5
παράγωγη,10,1.5
πρότυπος,10,1.5
εκκαθαριστούν,10,1.5
ενημερωτικο,10,1.5
τω,10,1.5
μορφή·,10,1.5
παρατεθούν,10,1.5
ευρεσιτεχνία,10,1.5
ετερόρρυθμος,10,1.5
